84 80
88 85
92 94
86 71
89 37
93 35
97 25
82 17
74 7
96 -11
96 -15
82 -23
75 -16
73 -16
67 -15
51 -2
49 -3
37 -9
44 -29
40 -30
29 -14
18 -10
14 2
-37 26
-51 22
-52 23
-56 32
-60 24
-63 22
-72 24
-97 50
-89 62
-85 69
-70 72
-62 74
-28 76
-20 89
-15 88
-11 74
-7 57
12 43
-4 26
-15 28
-21 29
-49 13
-59 4
-51 -9
-66 -29
-78 -29
-86 -26
-97 -43
-84 -41
-62 -68
-63 -74
-7 -97
26 -87
29 -82
40 -99
47 -92
38 -85
38 -82
38 -80
29 -73
15 -69
-25 -59
-47 -17
-44 -16
-46 -4
-37 -2
-40 3
-30 22
-9 4
2 -9
0 -22
6 -22
3 -25
-6 -83
-11 -86
-22 -82
-36 -79
-61 -89
-65 -89
-68 -97
-70 -94
-87 -73
-73 -53
-70 -40
-46 -49
-47 -54
-42 -60
42 -66
58 -83
60 -75
69 -64
75 -70
86 -78
89 -53
87 -50
100 -38
98 -36
70 -47
51 -51
41 -49
38 -52
35 -55
14 -37
-17 -19
-25 -28
-16 -40
-5 -54
-3 -70
-3 -71
19 -21
56 73
64 74
68 93
60 94
42 83
35 85
13 98
-49 97
-72 95
-99 93
-97 81
-85 81
-72 53
-72 51
-33 44
-32 41
-28 41
-25 56
-9 65
9 81
25 63
34 61
33 51
35 36
30 28
34 18
44 13
51 1
57 14
61 15
68 19
55 27
58 36
57 38
74 47
79 49
84 71
